fold,demographic_parity_difference,equalized_odds_difference
0,0.1935827453068832,0.2946859903381642
1,0.22176824424015432,0.29693978282329714
2,0.20806451612903226,0.3373983739837399
3,0.22798854688618467,0.24095553714443518
4,0.18461094541388037,0.3589743589743589
5,0.21910755148741418,0.2328381327888474
6,0.18990995330797056,0.4
7,0.18170722682322096,0.19117647058823528
8,0.20731707317073172,0.38666666666666666
9,0.16723212050752895,0.11324048423209743
