fold,demographic_parity_difference,equalized_odds_difference
0,0.1935827453068832,0.2698412698412699
1,0.20171393792467918,0.3231326094109905
2,0.18671560710615184,0.09536249996074975
3,0.20845420638209697,0.14207650273224043
4,0.18291601212184155,0.5256410256410257
5,0.20161560866380446,0.20421940928270044
6,0.1953883899626579,0.3848484848484849
7,0.18869242687532659,0.203125
8,0.23767784552845528,0.45666666666666667
9,0.17413493683701115,0.12259496793290581
