fold,demographic_parity_difference,equalized_odds_difference
0,0.2164824923445613,0.38647342995169087
1,0.1839095638179527,0.29253043764396186
2,0.16995800910292175,0.2886178861788618
3,0.24508344949704253,0.2783761391880696
4,0.17154216360931634,0.282051282051282
5,0.2095728451563692,0.22965641952983723
6,0.19406477513657208,0.29999999999999993
7,0.19545659019343228,0.3875
8,0.2661331300813008,0.5233333333333333
9,0.17061750095954342,0.1929945732609768
